distance_from_event,gps_variance,motion_score,idle_time,claims_last_7_days,ip_stability_score,event_match_score,cluster_score,label
3.745401188473625,0.9507143064099162,0.7319939418114051,3772,4,0.15601864044243652,0.15599452033620265,0.05808361216819946,0
8.661761457749352,0.6011150117432088,0.7080725777960455,1685,4,0.9699098521619943,0.8324426408004217,0.21233911067827616,0
1.8182496720710062,0.18340450985343382,0.3042422429595377,4117,8,0.2912291401980419,0.6118528947223795,0.13949386065204183,0
2.9214464853521815,0.3663618432936917,0.45606998421703593,2734,2,0.38246199126716274,0.9832308858067882,0.4667628932479799,0
8.599404067363206,0.6803075385877797,0.450499251969543,5393,3,0.9422017556848528,0.5632882178455393,0.3854165025399161,0
0.15966252220214194,0.230893825622149,0.24102546602601171,7099,6,0.6099966577826209,0.8331949117361643,0.17336465350777208,0
3.910606075732408,0.18223608778806233,0.7553614103176525,1021,5,0.20794166286818883,0.5677003278199915,0.03131329245555858,0
8.422847745949985,0.44975413336976566,0.3951502360018144,995,7,0.5704439744053994,0.5208342600258237,0.9611720243493491,1
8.445338486781514,0.7473201101373809,0.5396921323890798,4887,9,0.965255307264138,0.6070342476866847,0.27599918202254337,1
2.962735057040824,0.1652669390630025,0.01563640674119393,2568,7,0.3948815181755697,0.2934881747180381,0.014079822715084456,0
1.9884240408880516,0.71134195274865,0.7901755405312056,4474,4,0.926300878513349,0.6510770255019445,0.9149596755437808,1
8.500385777897993,0.4494506741382034,0.09541011649041131,4598,6,0.6688412526636073,0.6659223566174967,0.5912977877077271,0
2.747217929900642,0.5612434258477011,0.38292687475378984,5581,2,0.7607850486168974,0.5612771975694962,0.770967179954561,1
4.937955963643907,0.5227328293819941,0.42754101835854963,7035,2,0.03142918568673425,0.6364104112637804,0.3143559810763267,0
5.085706911647028,0.907566473926093,0.24929222914887494,6892,3,0.942853570557981,0.598865466488536,0.6947849330397046,0
8.804678390152578,0.6243540481337932,0.295633685837714,3060,5,0.45653457048291024,0.2184404372168336,0.4165099478703662,0
8.832802589188683,0.32434502100527396,0.12208795470067335,5592,6,0.906828441545754,0.2721322493846353,0.6476901205413623,1
0.005203769953158188,0.352568856334169,0.30478125815802903,709,7,0.534089419375442,0.4848299713589832,0.6924360328902703,0
2.6941233379852148,0.24412552224777417,0.16829104217293056,3743,7,0.7030189588951778,0.363629602379294,0.9717820827209607,1
9.624472949421111,0.25178229582536416,0.49724850589238545,1636,0,0.9977404850489419,0.266781014275285,0.9766149558326529,1
4.110370133182313,0.033050732900548385,0.345071248026683,6528,2,0.6807054515547668,0.5309345833171364,0.44778316457309164,0
5.52893089071328,0.5926967238793935,0.08085332633271525,3255,0,0.7282163486118596,0.3677831327192532,0.6323058305935795,0
6.335297107608947,0.5357746840747585,0.0902897700544083,608,8,0.32078006497173583,0.18651851039985423,0.040775141554763916,0
5.908929431882418,0.6775643618422824,0.016587828927856152,1986,2,0.3486659872917294,0.09617655109142076,0.940523264489604,1
3.975720210875223,0.5177513505274801,0.837710105907328,1802,8,0.11347352124058907,0.9246936182785628,0.877339353380981,1
2.579416277151556,0.659984046034179,0.8172222002012158,1016,3,0.5296505783560065,0.24185229090045168,0.09310276780589921,0
8.972157579533267,0.9004180571633305,0.6331014572732679,2056,8,0.3492095746126609,0.7259556788702394,0.8971102599525771,1
8.870864242651173,0.7798755458576239,0.6420316461542878,4682,0,0.16162871409461377,0.8985541885270792,0.6064290596595899,0
0.09197051616629648,0.1014715428660321,0.6635017691080558,5980,1,0.16080805141749865,0.5487337893665861,0.6918951976926933,0
6.519612595026006,0.22426930946055978,0.7121792213475359,6944,4,0.1788227092213288,0.3664687845828599,0.7441705230565623,1
7.209399242521293,0.3080607918523892,0.5425402305548993,954,2,0.6363326181858954,0.25046181860558414,0.5898708475605439,0
9.78892858275009,0.4867421529594551,0.906098787718554,6170,1,0.3500784076946757,0.6451033620305648,0.6689240596630996,0
8.64167565071903,0.23018526824155527,0.4991933798847523,4642,0,0.04360377175443375,0.994550510797341,0.46994451399094295,0
2.7956034179675857,0.883494022266259,0.7477187738974139,1060,7,0.3307503046705137,0.5527649668354899,0.5722924691708383,0
9.803315837160456,0.07534625600612821,0.30569701928718185,2975,6,0.2684748568901568,0.4852798742763157,0.3726868670940493,0
3.9469146680947222,0.8442131407263114,0.9300168348108319,2733,7,0.20891871761536018,0.6711435168240506,0.3586467812961639,0
2.5416364906973876,0.29529058841893874,0.3225507642386005,3175,0,0.13662133144202881,0.7089109969101186,0.5528199769079077,0
2.965101436477985,0.4197808564462765,0.25620694359445806,2455,9,0.005184862773986776,0.6278944149486361,0.19427395351204224,0
0.7094091699992766,0.3967838272138884,0.050768531039396936,6002,6,0.027616771873704704,0.5788648955075587,0.43847412301808697,0
6.720261352951994,0.32815266747473193,0.1550416167277442,3261,5,0.5908332605690108,0.03050024993904943,0.03734818874921442,0
8.226005606596583,0.3601906414112629,0.12706051265188478,7136,7,0.7699935530986108,0.21582102749684318,0.6228904758190003,0
0.85347464993768,0.0516817211686077,0.531354631568148,4142,2,0.6374299014982066,0.7260913337226615,0.9758520794625346,1
5.163003483011953,0.32295647294124596,0.7951861947687037,830,2,0.4389714207056361,0.07845638134226596,0.02535074341545751,0
9.626484146779251,0.8359801205122058,0.695974206093698,1012,0,0.17329432007084578,0.15643704267108605,0.25024289816459533,0
5.4922666470612045,0.7145959227000623,0.6601973767177313,4992,6,0.6571113285001668,0.43567289867789105,0.7300393165618185,1
0.4771612769164879,0.5660372104940763,0.15864644764249103,2744,4,0.09415698826856012,0.3114133093912942,0.9795105286215086,1
1.7533026988933853,0.017161101831750236,0.7633644230039109,6484,6,0.3463043210894008,0.4646738129396114,0.6497736826427634,0
0.48058924197033726,0.9491457315913859,0.8866803872980475,3251,9,0.6258599157142364,0.5031362585800877,0.8564898411883223,1
6.58693631618945,0.1629344270814297,0.07056874740042984,5878,1,0.026511310541621813,0.5857755812734633,0.9402302414249576,1
5.75474177875879,0.3881699262065219,0.6432882184423532,4000,2,0.8206394757439553,0.6259396701015728,0.8204268437712681,1
6.5148477185778795,0.20668435987674538,0.27396112732113376,4107,1,0.03896313231023363,0.6182538843378929,0.3365542148887265,0
6.557226353807422,0.38539662096556504,0.6816136689727897,3069,1,0.2606945282359031,0.4960374542934062,0.6928903586919394,0
3.483366044531974,0.9366481518557073,0.039186326675646255,728,4,0.9675805515202475,0.5479718832480873,0.42347094230811855,0
5.685202837499583,0.5759245752580846,0.7316477552996402,1571,1,0.25001644921610466,0.5805440123439098,0.8671166072097221,1
5.618666921437736,0.23859685979034018,0.6798447799002458,2326,8,0.23823615240397944,0.37772888617629485,0.5343274735305634,0
4.965611906830777,0.38961808621920346,0.2976351745093109,7186,0,0.053485296747368904,0.9585414968831983,0.8471431440955898,1
3.5490519046272064,0.9568008851264563,0.6767699044243033,4946,9,0.6318372121697993,0.44844552197831977,0.29321077169806453,0
3.2866454536991596,0.6725184560770384,0.75237452943768,3222,8,0.11346460201744801,0.9309291056872926,0.9742482085344102,1
9.959312420303291,0.05587115467735004,0.7370355567910089,732,1,0.9686519439741349,0.6880300101750391,0.8369638742373738,1
